Id,Sales
302,6891
303,9808
304,4515
305,6650
306,6579
307,6362
308,8486
309,5451
310,5683
311,7036
312,4494
313,5549
314,6433
315,7878
316,10792
317,10031
318,7986
319,7120
320,7059
321,12480
322,8955
323,6478
324,5091
325,10493
326,5033
327,7743
328,3692
329,6028
330,9351
331,7095
332,6251
333,9732
334,10841
335,12308
336,6364
337,11059
338,3716
339,5985
340,7382
341,5326
342,9390
343,5943
344,5712
345,9774
346,12921
347,10192
348,6172
349,6263
350,8592
351,8159
352,7184
353,5648
354,8576
355,11116
356,5504
357,7001
358,9194
359,9395
360,14861
361,7394
362,15081
363,8208
364,5859
365,4273
366,7442
367,7354
368,6118
369,8672
370,5500
371,5055
372,8251
373,4203
374,8843
375,7893
376,9064
377,9695
378,6316
379,10272
380,7343
381,5786
382,5781
383,6199
384,12343
385,7317
386,5588
387,9000
388,9922
389,8013
390,7340
391,9495
392,6038
393,5976
394,6765
395,10305
396,7046
397,7100
398,7076
399,6160
400,4319
401,6134
402,9339
403,8987
404,12041
405,12850
406,9053
407,4895
408,5256
409,11781
410,11123
411,9272
412,9421
413,9706
414,6386
415,4341
416,12282
417,6640
418,7767
419,7222
420,3729
421,12865
422,6366
423,5992
424,5219
425,6804
426,7267
427,9906
428,7711
429,4763
430,6157
431,5139
432,3777
433,8093
434,20011
435,6110
436,6208
437,7807
438,5739
439,6223
440,5439
441,5371
442,8698
443,8122
444,4779
445,10312
446,7026
447,5598
448,9330
449,9784
450,10980
451,6639
452,8287
453,5509
454,6506
455,16772
456,11026
457,6963
458,5701
459,5614
460,6504
461,5169
462,10603
463,5673
464,6598
465,8189
466,5669
467,7289
468,8264
469,9302
470,8390
471,4997
472,6327
473,8110
474,11165
475,9791
476,7783
477,5281
478,8487
479,6965
480,4948
481,8149
482,8053
483,7459
484,6964
485,7253
486,8700
487,6091
488,7772
489,7948
490,7668
491,9999
492,6921
493,5718
494,13450
495,6983
496,4149
497,9313
498,10253
499,12650
500,5608
501,6811
502,7098
503,8589
504,6915
505,9587
506,3738
507,7275
508,7225
509,6653
510,5614
511,7895
512,10452
513,5225
514,9768
515,8493
516,10305
517,5143
518,7654
519,6780
520,8268
521,9588
522,5282
523,8249
524,9279
525,8500
526,5593
527,4093
528,9059
529,8104
530,9524
531,8420
532,6477
533,9873
534,7955
535,8717
536,9100
537,6795
538,8964
539,12419
540,9497
541,5083
542,7110
543,5287
544,1489
545,9439
546,6569
547,9576
548,5485
549,8277
550,7457
551,12350
552,5210
553,6570
554,6919
555,9011
556,6042
557,8298
558,8527
559,10923
560,8098
561,7477
562,6432
563,5330
564,5875
565,12250
566,10950
567,6397
568,15977
569,7326
570,6139
571,7205
572,9615
573,11426
574,8282
575,8726
576,9335
577,8190
578,7239
579,6899
580,6250
581,5898
582,4858
583,6459
584,10360
585,18582
586,7204
587,5600
588,8533
589,4572
590,7021
591,4161
592,9566
593,7065
594,7046
595,15206
596,11597
597,7650
598,7590
599,4000
600,6357
601,6003
602,9772
603,5648
604,4603
605,6951
606,6226
607,9153
608,7735
609,3428
610,8421
611,8902
612,9161
613,6045
614,5722
615,8517
616,4843
617,10969
618,6191
619,5720
620,8159
621,7175
622,5515
623,7310
624,8409
625,10868
626,11560
627,6755
628,4492
629,6388
630,9494
631,5827
632,7457
633,6871
634,13368
635,9268
636,6715
637,7794
638,5237
639,9970
640,6944
641,15076
642,7691
643,6553
644,6082
645,3999
646,8230
647,20511
648,5070
649,5462
650,11108
651,7986
652,7608
653,9278
654,7321
655,5951
656,5389
657,10536
658,6878
659,8181
660,8280
661,5203
662,8186
663,6658
664,3960
665,9528
666,9133
667,4924
668,8611
669,8193
670,5056
671,10803
672,6933
673,9775
674,5208
675,6086
676,6997
677,1197
678,8462
679,5078
680,7318
681,5359
682,6434
683,6143
684,7454
685,8229
686,9038
687,6803
688,8776
689,7183
690,10461
691,10384
692,7498
693,3950
694,6557
695,8285
696,5195
697,12983
698,6964
699,9696
700,12675
701,6959
702,5323
703,12541
704,11184
705,6299
706,10861
707,10903
708,7096
709,6059
710,7917
711,6568
712,6568
713,8346
714,5630
715,7364
716,8719
717,7690
718,9754
719,6525
720,8099
721,4150
722,8608
723,7948
724,6512
725,7926
726,8600
727,10542
728,7014
729,5861
730,7201
731,7830
732,8777
733,4859
734,4905
735,9345
736,7302
737,6769
738,9085
739,7285
740,8285
741,5619
742,4458
743,8019
744,7443
745,8071
746,11299
747,10046
748,5396
749,9838
750,4004
751,3842
752,7503
753,12765
754,8989
755,8321
756,6047
757,8273
758,11866
759,7357
760,9607
761,7320
762,5128
763,6007
764,6544
765,6567
766,5658
767,6317
768,4832
769,8433
770,9066
771,6304
772,6884
773,8255
774,6334
775,5263
776,10440
777,9223
778,6782
779,4704
780,14637
781,7025
782,6738
783,10887
784,10068
785,8659
786,7062
787,8339
788,11535
789,15744
790,5883
791,5879
792,5718
793,7865
794,6839
795,9303
796,10254
797,6910
798,4786
799,7673
800,8496
801,5892
802,8185
803,4547
804,8700
805,8808
806,8437
807,10664
808,7010
809,4458
810,7252
811,8530
812,9632
813,8490
814,8374
815,7822
816,4928
817,10736
818,4815
819,12017
820,6602
821,5086
822,8125
823,6826
824,7924
825,8144
826,4104
827,5303
828,8344
829,10584
830,11271
831,5750
832,6956
833,9521
834,7185
835,6106
836,11605
837,9670
838,12904
839,5031
840,6320
841,10547
842,8727
843,6755
844,11668
845,7801
846,5936
847,6416
848,5505
849,5540
850,7760
851,5859
852,6173
853,12468
854,7379
855,22296
856,7414
857,5279
858,8746
859,10456
860,7042
861,7522
862,6278
863,9179
864,9222
865,6356
866,6623
867,7841
868,9073
869,7872
870,8816
871,6891
872,5377
873,6733
874,11208
875,12797
876,11708
877,8747
878,6272
879,6679
880,5115
881,9419
882,11962
883,10030
884,7253
885,6243
886,5386
887,5942
888,12025
889,8357
890,6141
891,6556
892,8445
893,4554
894,8303
895,5070
896,7358
897,8609
898,6276
899,8120
900,7527
901,5328
902,7831
903,8058
904,12021
905,6764
906,9594
907,7860
908,10853
909,7796
910,11102
911,5861
912,5532
913,7409
914,6547
915,10257
916,8921
917,6677
918,8616
919,7336
920,11271
921,4534
922,15056
923,5763
924,6843
925,9701
926,6495
927,7342
928,7447
929,8690
930,5925
931,5931
932,8612
933,8604
934,8722
935,5329
936,8033
937,11934
938,7396
939,5188
940,7921
941,6552
942,7844
943,7838
944,4697
945,9276
946,7021
947,8419
948,7586
949,5137
950,7838
951,6348
952,8661
953,10620
954,5781
955,6104
956,7115
957,6719
958,6679
959,9393
960,7750
961,8597
962,6633
963,5300
964,7720
965,8788
966,9859
967,9239
968,9452
969,6737
970,9783
971,7104
972,9290
973,10173
974,7925
975,11556
976,8741
977,9394
978,6773
979,8129
980,9294
981,7786
982,4721
983,6529
984,9266
985,8178
986,5938
987,10405
988,7526
989,6357
990,6562
991,6606
992,8674
993,8257
994,8226
995,6130
996,5661
997,7790
998,4470
999,7437
1000,6077
1001,10218
1002,8278
1003,7314
1004,9844
1005,6679
1006,5398
1007,12358
1008,8218
1009,9346
1010,8666
1011,5917
1012,6827
1013,6196
1014,8617
1015,13716
1016,6816
1017,3832
1018,5662
1019,9654
1020,10590
1021,7675
1022,8549
1023,5297
1024,6116
1025,3711
1026,5885
1027,6665
1028,7603
1029,8535
1030,7152
1031,8835
1032,10196
1033,8486
1034,5675
1035,10747
1036,13660
1037,7520
1038,9032
1039,5958
1040,7462
1041,5198
1042,8784
1043,6507
1044,9824
1045,8148
1046,10317
1047,9466
1048,6031
1049,10308
1050,21154
1051,12819
1052,7287
1053,3444
1054,7167
1055,11618
1056,6415
1057,12172
1058,20992
1059,3879
1060,6333
1061,9912
1062,6036
1063,11581
1064,8025
1065,8555
1066,3893
1067,8564
1068,7649
1069,8385
1070,10705
1071,7003
1072,6541
1073,7871
1074,6455
1075,5552
1076,8806
1077,6754
1078,7272
1079,8722
1080,7060
1081,6144
1082,8438
1083,8532
1084,9495
1085,6804
1086,7877
1087,6352
1088,4345
1089,7462
1090,8362
1091,6141
1092,5139
1093,11170
1094,8648
1095,10673
1096,7758
1097,6818
1098,6273
1099,4981
1100,11759
1101,5928
1102,8903
1103,16936
1104,8218
1105,7796
1106,5585
1107,5310
1108,8517
1109,4780
1110,7361
1111,11371
1112,6235
1113,18176
1114,16549
1115,5455
1116,8596
1117,5794
1118,7758
1119,6453
1120,12393
1121,8647
1122,10518
1123,5461
1124,7845
1125,5199
1126,9674
1127,8198
1128,7168
1129,7399
1130,5797
1131,9670
1132,10581
1133,6176
1134,12135
1135,7466
1136,10734
1137,5334
1138,6371
1139,6395
1140,12178
1141,7583
1142,8936
1143,8252
1144,10287
1145,4993
1146,9147
1147,7108
1148,4682
1149,16937
1150,19129
1151,8861
1152,9645
1153,11356
1154,12216
1155,12095
1156,7087
1157,9026
1158,6884
1159,9634
1160,4674
1161,6800
1162,6519
1163,6409
1164,8811
1165,5704
1166,5895
1167,6933
1168,4430
1169,5496
1170,6413
1171,8006
1172,10693
1173,9584
1174,8270
1175,6931
1176,6989
1177,12642
1178,9269
1179,6702
1180,5033
1181,9969
1182,5055
1183,7738
1184,3845
1185,6239
1186,9528
1187,7053
1188,6172
1189,9601
1190,10809
1191,12825
1192,6771
1193,10641
1194,3896
1195,6140
1196,7210
1197,5181
1198,8987
1199,6240
1200,5802
1201,10139
1202,13326
1203,9857
1204,6194
1205,6461
1206,9020
1207,7819
1208,7365
1209,5574
1210,8250
1211,11540
1212,5385
1213,7399
1214,9145
1215,9766
1216,14928
1217,6986
1218,14961
1219,8111
1220,5906
1221,4419
1222,7423
1223,7284
1224,6123
1225,8217
1226,5377
1227,5263
1228,8126
1229,4260
1230,8699
1231,7840
1232,9121
1233,9732
1234,6313
1235,10440
1236,7281
1237,5760
1238,5660
1239,6328
1240,12495
1241,7415
1242,5734
1243,9325
1244,9896
1245,8112
1246,7626
1247,9865
1248,6061
1249,5853
1250,6847
1251,9931
1252,7232
1253,7342
1254,6963
1255,6068
1256,4464
1257,6011
1258,9166
1259,9533
1260,11928
1261,13060
1262,9069
1263,4993
1264,5373
1265,11908
1266,11401
1267,9201
1268,9847
1269,10030
1270,6486
1271,4639
1272,12123
1273,6681
1274,7900
1275,7360
1276,3864
1277,13174
1278,6349
1279,6083
1280,5262
1281,6650
1282,7495
1283,10400
1284,7207
1285,4914
1286,6110
1287,5240
1288,3793
1289,8275
1290,20083
1291,6143
1292,6162
1293,8014
1294,5847
1295,6485
1296,5254
1297,5586
1298,8371
1299,8148
1300,4888
1301,10334
1302,7412
1303,5742
1304,9562
1305,9777
1306,11184
1307,7041
1308,8522
1309,5479
1310,6634
1311,16544
1312,10724
1313,7063
1314,5912
1315,5463
1316,6612
1317,5380
1318,10838
1319,5717
1320,6568
1321,8086
1322,5579
1323,7469
1324,8378
1325,9274
1326,8290
1327,5200
1328,6368
1329,7918
1330,11274
1331,10052
1332,7677
1333,5538
1334,8307
1335,7017
1336,5109
1337,8404
1338,8413
1339,7700
1340,6878
1341,7560
1342,8664
1343,6217
1344,7676
1345,7596
1346,7774
1347,10060
1348,6748
1349,5931
1350,13435
1351,7231
1352,4169
1353,9445
1354,9947
1355,12692
1356,5699
1357,6930
1358,7024
1359,8649
1360,7041
1361,9585
1362,3729
1363,7418
1364,7453
1365,6953
1366,5871
1367,7823
1368,10633
1369,5221
1370,10142
1371,8299
1372,10406
1373,5035
1374,7817
1375,6872
1376,8292
1377,9828
1378,5434
1379,7942
1380,9254
1381,8622
1382,5436
1383,4206
1384,8838
1385,8550
1386,9458
1387,8535
1388,6602
1389,9728
1390,8375
1391,8974
1392,8919
1393,7144
1394,9194
1395,12461
1396,9479
1397,5296
1398,7118
1399,5275
1400,1612
1401,9881
1402,6387
1403,10028
1404,5404
1405,8347
1406,7582
1407,12326
1408,5135
1409,6416
1410,7044
1411,9269
1412,5873
1413,8373
1414,8355
1415,11050
1416,7978
1417,7626
1418,6416
1419,5538
1420,5723
1421,12502
1422,11224
1423,6738
1424,15843
1425,7619
1426,6099
1427,7495
1428,9536
1429,11347
1430,8129
1431,8831
1432,9358
1433,8164
1434,7209
1435,6859
1436,6657
1437,5822
1438,4971
1439,6749
1440,10458
1441,18194
1442,7349
1443,5807
1444,8802
1445,4516
1446,7014
1447,4296
1448,9864
1449,6965
1450,7374
1451,15498
1452,11521
1453,7941
1454,7751
1455,3989
1456,6554
1457,6245
1458,9664
1459,5760
1460,4532
1461,7069
1462,6212
1463,9412
1464,7664
1465,3509
1466,8238
1467,9106
1468,9434
1469,6146
1470,5735
1471,8913
1472,4819
1473,11008
1474,6145
1475,5856
1476,8085
1477,7247
1478,5319
1479,7340
1480,8467
1481,10807
1482,11856
1483,6675
1484,4568
1485,6579
1486,9510
1487,5957
1488,7640
1489,6987
1490,13342
1491,9268
1492,6884
1493,8045
1494,5201
1495,10251
1496,6933
1497,15530
1498,7554
1499,6565
1500,6201
1501,4120
1502,8707
1503,19980
1504,5339
1505,5296
1506,11445
1507,7900
1508,7726
1509,9200
1510,7394
1511,5811
1512,5590
1513,10738
1514,7087
1515,8272
1516,8046
1517,5368
1518,8102
1519,6531
1520,4001
1521,9851
1522,9681
1523,5119
1524,8382
1525,8078
1526,5205
1527,10686
1528,6638
1529,9811
1530,5185
1531,6182
1532,7235
1533,1188
1534,8656
1535,5335
1536,7351
1537,5634
1538,6477
1539,6207
1540,7703
1541,8320
1542,8898
1543,6814
1544,8781
1545,7278
1546,10627
1547,10449
1548,7501
1549,3769
1550,6668
1551,8639
1552,5216
1553,12751
1554,6874
1555,9881
1556,12857
1557,6858
1558,5556
1559,12715
1560,11422
1561,6141
1562,10892
1563,11258
1564,6672
1565,6075
1566,8177
1567,6851
1568,6483
1569,8176
1570,5868
1571,7118
1572,8658
1573,7937
1574,9785
1575,6715
1576,8050
1577,4360
1578,8833
1579,8147
1580,6760
1581,7963
1582,8539
1583,10774
1584,6892
1585,6027
1586,7110
1587,7777
1588,8699
1589,5047
1590,5091
1591,9163
1592,7050
1593,7001
1594,9056
1595,7119
1596,8368
1597,5581
1598,4681
1599,8033
1600,7424
1601,8259
1602,11315
1603,10246
1604,5558
1605,10122
1606,4066
1607,4153
1608,7645
1609,13088
1610,9138
1611,8675
1612,6280
1613,8519
1614,11959
1615,7320
1616,9415
1617,7399
1618,5242
1619,6236
1620,6326
1621,6861
1622,5925
1623,6328
1624,4899
1625,8400
1626,9389
1627,6229
1628,7048
1629,8032
1630,6420
1631,5451
1632,10180
1633,9222
1634,6588
1635,4984
1636,15544
1637,7064
1638,6922
1639,10902
1640,9947
1641,8820
1642,6946
1643,8467
1644,11655
1645,15978
1646,6107
1647,6024
1648,5598
1649,7917
1650,6753
1651,9144
1652,10497
1653,6785
1654,4950
1655,7629
1656,8985
1657,6031
1658,8275
1659,4617
1660,8647
1661,9010
1662,8711
1663,11047
1664,7351
1665,4370
1666,7091
1667,8790
1668,9587
1669,8688
1670,8217
1671,7867
1672,5066
1673,10850
1674,4988
1675,12115
1676,6561
1677,5001
1678,8096
1679,7040
1680,8315
1681,8403
1682,4241
1683,5486
1684,8496
1685,10820
1686,11278
1687,5666
1688,7036
1689,9892
1690,7161
1691,6339
1692,11485
1693,9874
1694,12741
1695,4858
1696,6406
1697,10379
1698,9136
1699,6994
1700,11912
1701,7851
1702,5906
1703,6238
1704,5552
1705,5851
1706,7837
1707,6029
1708,6494
1709,12709
1710,7435
1711,21999
1712,7242
1713,5226
1714,9029
1715,10877
1716,7421
1717,7628
1718,6416
1719,9413
1720,9394
1721,6307
1722,6906
1723,7889
1724,9411
1725,8145
1726,9194
1727,6857
1728,5460
1729,6786
1730,11433
1731,13038
1732,11967
1733,8862
1734,6359
1735,6618
1736,5332
1737,9385
1738,12200
1739,9990
1740,7224
1741,6552
1742,5293
1743,5891
1744,12264
1745,8606
1746,5992
1747,6513
1748,8655
1749,4685
1750,8218
1751,5019
1752,7116
1753,8479
1754,6479
1755,7905
1756,7595
1757,5329
1758,8250
1759,7843
1760,11839
1761,6669
1762,9940
1763,7666
1764,10928
1765,7895
1766,11334
1767,6155
1768,5856
1769,7614
1770,6497
1771,10273
1772,8841
1773,6874
1774,8408
1775,7144
1776,11608
1777,4632
1778,15377
1779,5870
1780,7083
1781,9794
1782,6573
1783,7333
1784,7715
1785,8878
1786,5878
1787,5858
1788,8485
1789,8600
1790,8834
1791,5500
1792,8050
1793,11766
1794,7569
1795,5435
1796,7792
1797,6591
1798,7733
1799,7493
1800,4907
1801,9309
1802,7268
1803,8513
1804,7901
1805,5281
1806,7947
1807,6284
1808,8685
1809,10667
1810,5892
1811,6118
1812,7057
1813,6572
1814,6709
1815,9477
1816,7967
1817,8774
1818,6754
1819,5475
1820,7824
1821,8793
1822,10023
1823,9274
1824,9426
1825,6868
1826,9821
1827,7413
1828,9666
1829,10286
1830,7773
1831,11891
1832,8384
1833,9442
1834,6777
1835,8146
1836,9205
1837,8061
1838,4850
1839,6518
1840,9644
1841,8185
1842,6001
1843,10816
1844,7518
1845,6291
1846,6497
1847,6962
1848,8817
1849,8226
1850,8552
1851,6067
1852,5959
1853,7935
1854,4465
1855,7720
1856,6080
1857,10248
1858,8413
1859,7187
1860,9406
1861,6872
1862,5337
1863,12330
1864,8255
1865,9296
1866,8740
1867,5719
1868,6787
1869,6303
1870,8950
1871,14251
1872,7180
1873,3802
1874,5814
1875,9705
1876,10389
1877,7546
1878,8631
1879,5332
1880,6458
1881,3893
1882,6054
1883,6676
1884,7568
1885,8752
1886,7328
1887,8717
1888,10150
1889,8514
1890,5544
1891,10914
1892,13864
1893,7745
1894,9243
1895,5865
1896,7415
1897,5278
1898,8965
1899,6532
1900,9905
1901,8255
1902,10356
1903,9610
1904,6059
1905,10357
1906,21274
1907,12976
1908,7612
1909,3328
1910,7055
1911,11685
1912,6519
1913,11927
1914,19948
1915,3729
1916,6678
1917,9455
1918,6211
1919,11939
1920,8359
1921,8771
1922,3585
1923,8530
1924,7692
1925,8699
1926,10621
1927,6926
1928,6412
1929,7840
1930,6395
1931,5374
1932,8645
1933,6741
1934,7264
1935,9129
1936,7404
1937,6212
1938,8738
1939,8806
1940,9347
1941,7033
1942,7779
1943,6437
1944,4223
1945,7612
1946,8594
1947,6096
1948,5339
1949,11353
1950,8801
1951,11230
1952,7943
1953,6932
1954,6510
1955,5194
1956,11834
1957,5726
1958,9023
1959,17342
1960,8163
1961,7943
1962,5409
1963,5548
1964,8749
1965,4711
1966,7666
1967,11517
1968,6232
1969,19089
1970,16885
1971,5298
1972,8703
1973,5881
1974,7946
1975,6524
1976,12314
1977,8701
1978,10811
1979,5635
1980,8030
1981,5046
1982,9662
1983,8088
1984,7201
1985,7302
1986,5638
1987,9543
1988,10930
1989,6030
1990,12257
1991,7317
1992,10949
1993,5482
1994,6296
1995,6435
1996,12233
1997,7375
1998,8839
1999,8292
2000,10355
2001,4899
2002,9277
2003,7156
2004,4795
2005,16930
2006,19002
2007,8737
2008,9738
2009,11542
2010,12492
2011,12511
2012,7430
2013,9498
2014,6877
2015,9460
2016,4833
2017,6951
2018,6460
2019,6457
2020,9136
2021,5957
2022,6106
2023,6831
2024,4366
2025,5442
2026,6393
2027,8135
2028,10594
2029,9138
2030,8555
2031,6743
2032,6920
2033,12804
2034,9583
2035,6926
2036,4975
2037,9446
2038,5077
2039,7732
2040,3997
2041,6449
2042,9705
2043,7011
2044,6094
2045,9469
2046,10777
2047,13343
2048,7178
2049,10222
2050,4076
2051,6294
2052,7038
2053,5035
2054,8583
2055,6536
2056,5891
2057,10505
2058,13730
2059,9521
2060,6215
2061,6660
2062,9448
2063,7480
2064,7546
2065,5500
2066,7924
2067,11964
2068,5265
2069,7797
2070,9096
2071,10137
2072,14994
2073,6578
2074,14841
2075,8014
2076,5954
2077,4566
2078,7405
2079,7213
2080,6128
2081,7761
2082,5254
2083,5471
2084,8001
2085,4317
2086,8554
2087,7787
2088,9178
2089,9769
2090,6310
2091,10608
2092,7220
2093,5735
2094,5540
2095,6457
2096,12647
2097,7513
2098,5880
2099,9651
2100,9870
2101,8212
2102,7912
2103,10235
2104,6084
2105,5729
2106,6929
2107,9557
2108,7419
2109,7585
2110,6850
2111,5977
2112,4609
2113,5888
2114,8993
2115,10078
2116,11816
2117,13271
2118,9084
2119,5092
2120,5491
2121,12035
2122,11679
2123,9129
2124,10273
2125,10353
2126,6585
2127,4936
2128,11963
2129,6722
2130,8034
2131,7498
2132,3999
2133,13484
2134,6333
2135,6174
2136,5305
2137,6497
2138,7723
2139,10894
2140,6703
2141,5064
2142,6063
2143,5341
2144,3809
2145,8458
2146,20154
2147,6175
2148,6116
2149,8222
2150,5955
2151,6747
2152,5070
2153,5801
2154,8044
2155,8174
2156,4996
2157,10357
2158,7799
2159,5887
2160,9794
2161,9770
2162,11388
2163,7442
2164,8756
2165,5449
2166,6761
2167,16316
2168,10421
2169,7163
2170,6124
2171,5311
2172,6720
2173,5591
2174,11073
2175,5762
2176,6537
2177,7982
2178,5489
2179,7648
2180,8492
2181,9246
2182,8190
2183,5404
2184,6409
2185,7725
2186,11382
2187,10312
2188,7572
2189,5795
2190,8128
2191,7069
2192,5271
2193,8660
2194,8774
2195,7941
2196,6792
2197,7867
2198,8628
2199,6343
2200,7580
2201,7245
2202,7881
2203,10120
2204,6574
2205,6143
2206,13421
2207,7479
2208,4189
2209,9578
2210,9642
2211,12735
2212,5790
2213,7048
2214,6949
2215,8708
2216,7168
2217,9582
2218,3721
2219,7560
2220,7680
2221,7253
2222,6128
2223,7750
2224,10813
2225,5218
2226,10516
2227,8104
2228,10506
2229,4926
2230,7980
2231,6964
2232,8317
2233,10068
2234,5586
2235,7634
2236,9229
2237,8744
2238,5279
2239,4319
2240,8617
2241,8996
2242,9392
2243,8651
2244,6726
2245,9584
2246,8794
2247,9232
2248,8738
2249,7493
2250,9423
2251,12503
2252,9461
2253,5509
2254,7127
2255,5264
2256,1734
2257,10323
2258,6204
2259,10479
2260,5323
2261,8417
2262,7706
2263,12302
2264,5061
2265,6262
2266,7169
2267,9526
2268,5704
2269,8447
2270,8183
2271,11177
2272,7858
2273,7775
2274,6399
2275,5746
2276,5572
2277,12755
2278,11498
2279,7079
2280,15710
2281,7911
2282,6059
2283,7784
2284,9456
2285,11268
2286,7975
2287,8936
2288,9380
2289,8138
2290,7178
2291,6820
2292,7063
2293,5747
2294,5084
2295,7040
2296,10556
2297,17807
2298,7495
2299,6013
2300,9071
2301,4460
2302,7007
2303,4430
2304,10162
2305,6866
2306,7703
2307,15789
2308,11446
2309,8233
2310,7912
2311,3978
2312,6751
2313,6487
2314,9556
2315,5871
2316,4461
2317,7186
2318,6197
2319,9670
2320,7593
2321,3590
2322,8056
2323,9310
2324,9707
2325,6246
2326,5749
2327,9309
2328,4794
2329,11047
2330,6098
2331,5992
2332,8011
2333,7319
2334,5124
2335,7369
2336,8525
2337,10746
2338,12151
2339,6595
2340,4643
2341,6769
2342,9527
2343,6088
2344,7822
2345,7104
2346,13315
2347,9267
2348,7052
2349,8295
2350,5164
2351,10531
2352,6922
2353,15984
2354,7418
2355,6577
2356,6321
2357,4241
2358,9184
2359,19449
2360,5607
2361,5129
2362,11783
2363,7815
2364,7845
2365,9122
2366,7467
2367,5671
2368,5790
2369,10940
2370,7296
2371,8363
2372,7812
2373,5533
2374,8017
2375,6404
2376,4042
2377,10174
2378,10230
2379,5315
2380,8152
2381,7964
2382,5353
2383,10568
2384,6344
2385,9847
2386,5163
2387,6278
2388,7473
2389,1178
2390,8851
2391,5592
2392,7383
2393,5910
2394,6519
2395,6271
2396,7952
2397,8411
2398,8758
2399,6826
2400,8787
2401,7372
2402,10793
2403,10514
2404,7504
2405,3588
2406,6779
2407,8993
2408,5237
2409,12519
2410,6784
2411,10066
2412,13038
2413,6757
2414,5789
2415,12890
2416,11660
2417,5982
2418,10923
2419,11613
2420,6247
2421,6091
2422,8437
2423,7135
2424,6398
2425,8005
2426,6107
2427,6872
2428,8597
2429,8185
2430,9815
2431,6906
2432,8001
2433,4569
2434,9058
2435,8347
2436,7009
2437,7999
2438,8477
2439,11005
2440,6769
2441,6193
2442,7018
2443,7725
2444,8621
2445,5235
2446,5276
2447,8981
2448,6798
2449,7233
2450,9027
2451,6953
2452,8451
2453,5544
2454,4905
2455,8047
2456,7405
2457,8447
2458,11332
2459,10446
2460,5719
2461,10407
2462,4127
2463,4465
2464,7787
2465,13411
2466,9288
2467,9029
2468,6513
2469,8765
2470,12052
2471,7284
2472,9224
2473,7478
2474,5356
2475,6465
2476,6108
2477,7155
2478,6192
2479,6339
2480,4965
2481,8366
2482,9712
2483,6154
2484,7213
2485,7809
2486,6506
2487,5639
2488,9920
2489,9220
2490,6394
2491,5264
2492,16452
2493,7104
2494,7106
2495,10917
2496,9826
2497,8982
